,noteId,noteAuthorParticipantId,createdAtMillis,timestampMillisOfFirstNonNMRStatus,firstNonNMRStatus,timestampMillisOfCurrentStatus,currentStatus,timestampMillisOfLatestNonNMRStatus,mostRecentNonNMRStatus,timestampMillisOfStatusLock,lockedStatus,timestampMillisOfRetroLock,currentCoreStatus,currentExpansionStatus,currentGroupStatus,currentDecidedBy,currentModelingGroup
352,1545487023691243521,87AC36795A9084F8A89F412B19FCEA4E14E07E5DCD1CD1A734455DB6FBFD481A,1657307794866,,,1714299042369,NEEDS_MORE_RATINGS,,,1674003109873.0,NEEDS_MORE_RATINGS,,NEEDS_MORE_RATINGS,NEEDS_MORE_RATINGS,NEEDS_MORE_RATINGS,CoreModel (v1.1),13.0
353,1545452172237852674,CD91BD13FE9DFEC22E30BAEEB20E67CD865A1D628603F30820D6C1C0FB7A5EBB,1657299485631,,,1714299042369,NEEDS_MORE_RATINGS,,,1674003109873.0,NEEDS_MORE_RATINGS,,NEEDS_MORE_RATINGS,NEEDS_MORE_RATINGS,,CoreModel (v1.1),
354,1545451820528566274,CD91BD13FE9DFEC22E30BAEEB20E67CD865A1D628603F30820D6C1C0FB7A5EBB,1657299401778,,,1714299042369,NEEDS_MORE_RATINGS,,,1674003109873.0,NEEDS_MORE_RATINGS,,NEEDS_MORE_RATINGS,NEEDS_MORE_RATINGS,,CoreModel (v1.1),
355,1545450518318817280,955DD22AA448C413289746A992295D0AFE89180CCF6B2ABAA46012BBAB442343,1657299091307,,,1714299042369,NEEDS_MORE_RATINGS,,,1674003109873.0,NEEDS_MORE_RATINGS,,NEEDS_MORE_RATINGS,NEEDS_MORE_RATINGS,NEEDS_MORE_RATINGS,CoreModel (v1.1),13.0
356,1545448209891426305,955DD22AA448C413289746A992295D0AFE89180CCF6B2ABAA46012BBAB442343,1657298540935,,,1714299042369,NEEDS_MORE_RATINGS,,,1674003109873.0,NEEDS_MORE_RATINGS,,NEEDS_MORE_RATINGS,NEEDS_MORE_RATINGS,NEEDS_MORE_RATINGS,CoreModel (v1.1),13.0
357,1545447335123193858,955DD22AA448C413289746A992295D0AFE89180CCF6B2ABAA46012BBAB442343,1657298332374,,,1714299042369,NEEDS_MORE_RATINGS,,,1674003109873.0,NEEDS_MORE_RATINGS,,NEEDS_MORE_RATINGS,NEEDS_MORE_RATINGS,NEEDS_MORE_RATINGS,CoreModel (v1.1),13.0
358,1545446236316213248,955DD22AA448C413289746A992295D0AFE89180CCF6B2ABAA46012BBAB442343,1657298070398,,,1714299042369,NEEDS_MORE_RATINGS,,,1674003109873.0,NEEDS_MORE_RATINGS,,NEEDS_MORE_RATINGS,NEEDS_MORE_RATINGS,NEEDS_MORE_RATINGS,CoreModel (v1.1),13.0
359,1545448625978892290,955DD22AA448C413289746A992295D0AFE89180CCF6B2ABAA46012BBAB442343,1657298640138,,,1714299042369,NEEDS_MORE_RATINGS,,,1674003109873.0,NEEDS_MORE_RATINGS,,NEEDS_MORE_RATINGS,NEEDS_MORE_RATINGS,NEEDS_MORE_RATINGS,CoreModel (v1.1),13.0
360,1545446687400919040,955DD22AA448C413289746A992295D0AFE89180CCF6B2ABAA46012BBAB442343,1657298177945,,,1714299042369,NEEDS_MORE_RATINGS,,,1674003109873.0,NEEDS_MORE_RATINGS,,NEEDS_MORE_RATINGS,NEEDS_MORE_RATINGS,NEEDS_MORE_RATINGS,CoreModel (v1.1),13.0
361,1545449465443745800,955DD22AA448C413289746A992295D0AFE89180CCF6B2ABAA46012BBAB442343,1657298840282,,,1714299042369,NEEDS_MORE_RATINGS,,,1674003109873.0,NEEDS_MORE_RATINGS,,NEEDS_MORE_RATINGS,NEEDS_MORE_RATINGS,,CoreModel (v1.1),
362,1545450295697805315,227FB591929CFE7A6E9D461A4AC38B20C8FCA8EECB85AFD5A9E5D11272351837,1657299038231,,,1714299042369,NEEDS_MORE_RATINGS,,,1674003109873.0,NEEDS_MORE_RATINGS,,NEEDS_MORE_RATINGS,NEEDS_MORE_RATINGS,NEEDS_MORE_RATINGS,CoreModel (v1.1),13.0
